,1986,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
provide,0,0,0,6,96,234,369,508,658,821,1088,1196,1440,1541,1675,1859,2105,2214,2411,2733,2955,3329,3670,4039,4562,4919,5228,5821,6183,6607,7256,8001,9138,9148,9483,9998,11030,13438,145759
single,0,0,0,8,100,265,383,581,731,1036,1282,1573,1720,1949,2277,2471,2886,3048,3342,3543,4112,4334,4730,5087,5525,5723,6050,6516,6696,6994,7254,7380,7783,7557,7310,7840,8362,8724,145172
form,0,0,0,30,303,796,1051,1391,1483,1860,2275,2413,2595,2766,2899,3194,3497,3328,3699,3842,4035,4220,4543,4780,4973,5258,5456,5622,5668,5968,6271,6584,6941,6866,6842,7253,7591,7850,144143
particles,0,0,0,13,196,458,627,873,1013,1245,1593,1812,2120,2197,2446,2464,2692,3059,3192,3497,3666,3873,4364,4894,4994,5570,5784,6263,6512,6541,6698,7175,7582,7644,7852,8081,8154,8028,143172
three,0,0,0,36,205,479,596,821,1084,1369,1743,1951,2181,2268,2534,2659,3089,3079,3304,3471,3593,4152,4433,4701,4976,5277,5599,5886,6087,6120,6392,6816,7395,7536,7285,7620,8277,9008,142022
spectral,0,0,0,0,55,216,348,567,831,1254,1503,1765,2055,2282,2352,2684,2713,3062,3460,3657,3638,4156,4663,4783,4948,5312,5637,5769,5986,6071,6175,6621,7264,7172,7381,7894,8464,10523,141261
demonstrate,0,0,0,0,57,152,196,295,366,483,609,709,809,929,1066,1288,1408,1597,1753,1999,2212,2442,2892,3102,3754,4147,4581,5309,5696,6447,7257,7888,8952,9270,9438,11185,13298,17771,139357
wave,0,0,0,0,148,404,559,720,948,1176,1393,1715,1718,1957,2068,2516,2829,3014,2866,3360,3464,3673,3937,4228,4447,5025,5160,5222,6031,6411,6413,7376,7855,7740,7753,8307,9003,9130,138566
rate,0,0,0,0,83,290,457,625,787,1155,1524,1763,1950,2126,2125,2363,2513,2933,3213,3379,3616,3689,3971,4240,5053,5209,5392,5537,6125,6336,6584,6973,7982,7333,7480,8026,8442,8839,138113
standard,0,0,0,7,340,804,1180,1415,1573,1763,1902,2063,2335,2584,2795,2601,2818,2891,3081,3454,3724,3937,3931,4684,5329,5244,5365,5792,5620,5648,6071,6252,6415,6475,6820,6966,7440,8733,138052
terms,0,0,0,39,349,775,1134,1321,1576,1876,2174,2373,2503,2552,2877,2941,3205,3463,3439,3710,3938,3978,4412,4616,4760,4977,5401,5531,5611,5710,6007,6151,6802,6788,6621,6909,6961,6482,137962
physics,0,0,0,13,182,397,604,828,882,1138,1259,1555,1859,2023,2146,2350,2518,2677,2755,3181,3214,3349,3843,4113,4517,4701,4763,5203,5732,5606,6350,7073,7668,7820,8605,8566,9459,10955,137904
solutions,0,0,0,77,452,763,1092,1319,1525,1691,1959,2235,2462,2515,2939,2876,3164,3261,3495,3813,3808,4304,4225,4468,4809,4888,4978,5338,5521,5726,5670,6104,6662,6869,6536,6959,7628,7732,137863
investigate,0,0,0,16,121,288,429,589,764,900,1173,1347,1528,1679,1844,2139,2242,2549,2801,2985,3333,3703,4054,4255,4705,4929,5248,5546,5943,5959,6311,6654,7496,7465,7458,8789,9914,11988,137144
particular,0,0,0,42,286,535,760,1007,1214,1440,1716,2016,2197,2352,2592,2771,3093,3115,3401,3710,3802,4086,4451,4691,5127,5314,5519,5782,6135,5878,6372,6600,7180,7196,6727,6842,6716,6427,137092
electron,0,0,0,0,46,270,367,637,776,1058,1349,1625,1977,2121,2227,2412,3008,3047,3240,3413,3624,3962,4144,4483,4754,5174,5372,6014,6251,6266,6712,7206,7842,7436,7061,7068,7588,8370,136900
discuss,0,0,0,50,371,756,1012,1370,1613,1995,2406,2696,3098,3180,3354,3571,3774,3811,4014,4046,4255,4437,4547,4792,4994,5200,5067,5611,5528,5443,5511,5850,5901,5793,6040,5934,5578,5116,136714
particle,0,0,0,16,161,466,733,874,1044,1310,1603,1924,2015,2161,2345,2523,2735,2973,2935,3185,3537,3653,4114,4485,4828,5039,5302,5591,5860,6044,6254,6877,7262,6937,7581,7458,7971,8790,136586
functions,0,0,0,68,343,844,1238,1454,1761,1874,2264,2421,2457,2771,2715,2797,3045,3280,3255,3554,3492,3731,4073,4528,4651,4807,5020,5258,5628,5748,5757,6051,6438,6718,6429,6830,7410,7764,136474
critical,0,0,0,31,330,556,876,1110,1393,1477,1990,2023,2226,2560,2561,2624,2905,3131,3119,3101,3623,3782,4037,4452,4741,4548,4881,4964,5379,5355,5701,5975,6642,6394,6628,7057,8165,10506,134843
conditions,0,0,0,17,167,376,573,803,967,1101,1366,1503,1756,1933,2076,2200,2616,2675,2723,2987,3264,3483,3768,4009,4561,4633,4902,5142,5278,5801,5968,6582,7204,7203,7008,7903,9181,11125,132854
region,0,0,0,0,150,316,535,852,1039,1432,1772,2075,2364,2457,2609,2741,3068,3157,3322,3721,4033,4262,4476,4825,5115,5091,5108,5689,5641,5789,5929,6109,6444,6267,6240,6203,6619,6868,132318
classical,0,0,0,64,307,589,811,1048,1125,1424,1734,1886,1929,2349,2409,2572,2748,3131,2966,3055,3269,3368,3610,3837,4095,4319,4569,4630,4784,4947,5480,6027,6753,6948,7360,8011,9122,10902,132178
recent,0,0,0,16,197,435,733,918,1197,1565,1873,2196,2407,2675,2719,3100,3162,3179,3331,3633,3639,3878,4024,4544,4704,4848,4915,5108,5225,5259,5489,5763,6163,6226,6520,6866,7409,8107,132023
shown,0,0,0,61,425,947,1323,1611,1802,2182,2716,2897,3153,3289,3386,3646,3711,3770,3853,4061,4142,4161,4641,4851,4796,4960,4988,4997,5051,5141,5184,5408,5484,5388,5059,5059,4883,4217,131243
point,0,0,0,35,229,575,830,1046,1245,1470,1810,2045,2282,2387,2563,2608,2906,3206,3264,3391,3818,3952,4143,4524,4713,4793,5115,5319,5654,5718,5768,6366,6565,6481,6383,6294,6586,6695,130779
physical,0,0,0,34,232,456,567,783,892,1085,1402,1480,1838,1943,2082,2251,2382,2585,2877,2950,2990,3335,3647,3853,4208,4558,4732,5085,5279,5552,6024,6375,7233,7183,7378,7878,8785,10401,130335
spectra,0,0,0,0,53,195,372,674,940,1372,1687,1884,2267,2639,2624,2970,3307,3297,3519,3651,3638,3921,4239,4530,4709,4841,5080,5368,5338,5237,5708,5631,6184,6139,6142,6465,6851,7727,129199
information,0,0,0,0,56,185,284,355,498,592,757,1050,1308,1475,1705,1839,2017,2137,2239,2519,2552,2878,3340,3687,4302,4648,4934,5243,5473,5881,6431,6722,7645,7662,8071,8762,9770,10475,127492
gauge,0,0,0,105,991,1716,1986,2523,2939,3073,3441,3469,3388,3357,3685,3416,3368,3519,3371,3714,3613,3883,3930,4177,4261,4437,4355,4677,4545,4485,4502,4411,4585,4798,4683,4426,4792,4866,127487
including,0,0,0,9,147,319,476,628,720,919,1122,1302,1451,1516,1607,1899,1986,2213,2337,2515,2604,2946,3214,3664,3904,4187,4551,4791,5222,5266,5955,6218,7062,7247,7583,8407,9995,12789,126771
hole,0,0,0,42,246,486,764,834,969,1281,1538,1590,1776,1830,2097,2252,2630,2863,2921,3155,3270,3651,3673,3879,3689,4174,4111,4678,5030,4905,5219,6196,6959,6744,6968,7629,8253,9324,125626
